"Number","Material Description (Name)","Number (Relationships.Formulation.Title Block)","SBU Category (Relationships.Formulation.Formulation Attributes)","Dossier Type (Relationships.Formulation.Formulation Attributes)","Lifecycle Phase (Relationships.Formulation.Title Block)","Lifecycle Phase","Triangulated (Page Two)","Marketed Countries (Page Three)","Country lead cluster","Region","Primary Pack Type (Page Three)","FG Pack Size (Page Three)","FG Pack Size UoM (Page Three)","Created on (Page Two)","Year created","Repack","SBU Category","Brand","UI","UI Description","Galenical form","Volume 4","Volume 3","Volume 2","Class of goods","Primary Pack Type (Page Three)","FG Pack Size (Page Three)","FG Pack Size UoM (Page Three)","Roman Number","Low performer","Samples","Galenical form","Combipack (Page Three)"
"81170886","APRONAX 275MG LG FRASCO X 16 CAP","1611106","Analgesics","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Bottle","16","Piece [PCE]","05/26/2012 12:46:52 AM CEST","2012","NO","Analgesics","APRONAX","1611106","APRONAX 275 mg Soft Gelatine Capsules ","Solid|Capsule|Soft Gelatine Capsules","  21 ","  26 ","  22 ","SG (Sales Goods)","Bottle","16","Piece [PCE]","VI","X","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"81483868","Bepantol Derma Reg Lip 7.5 ml","1600196","Dermatology","Cosmetic","Active","Active","No","Brazil [BR]","Brazil","LATAM","Tube Flexible","7.5","Millilitre [ML]","11/06/2012 02:13:06 PM CET","2012","NO","Dermatology","BEPANTHOL","1600196","BEPANTHOL Lip Cream","Semi-solid|Cream","  565 ","  604 ","  714 ","SG (Sales Goods)","Tube Flexible","7.5","Millilitre [ML]","IX","","NO","Semi-solid|Cream","No"
"81063761","Alka Seltzer Boost x 10s Ecuador","1610082","Digestive Health","Pharma","Active","Active","Yes","Ecuador [EC]","Ecuador","LATAM","Sachet","10","Piece [PCE]","03/29/2012 09:12:02 PM CEST","2012","NO","Digestive Health","ALKA-SELTZER","1610082","ALKA SELTZER Effervescent Tablets   ","Solid|Tablet|Effervescent","  1,192 ","  1,568 ","  1,303 ","SG (Sales Goods)","Sachet","10","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"81550425","Aspirina Advanced 500mg 20s MX","1610255","Analgesics","Monograph;Pharma","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Strip pack","20","Piece [PCE]","01/17/2013 07:38:52 PM CET","2013","NO","Analgesics","ASPIRIN PAIN","1610255","ASPIRIN PAIN Tarot 500 mg Coated tablet","Solid|Tablet|Coated","  252 ","  334 ","  313 ","SG (Sales Goods)","Strip pack","20","Piece [PCE]","IX","","NO","Solid|Tablet|Coated","No"
"85294075","REDOXON TRIPLE ACCION TAEF 10 AR/BO/PY","1611555","Nutritionals","Food;Pharma","Active","Active","No","Argentina [AR];Bolivia [BO];Paraguay [PY]","Argentina","LATAM","Tube Rigid","10","Tablet Count [CNT]","04/24/2014 08:55:50 AM CEST","2014","NO","Nutritionals","REDOXON","1611555","REDOXON Triple Action Effervescent Tablet","Solid|Tablet|Effervescent","  204 ","  129 ","  112 ","SG (Sales Goods)","Tube Rigid","10","Tablet Count [CNT]","IX","","NO","Solid|Tablet|Effervescent","No"
"85294083","REDOXON TRIPLE ACCION TAEF x30 AR","1611555","Nutritionals","Food;Pharma","Active","Active","No","Argentina [AR];Bolivia [BO];Paraguay [PY]","Argentina","LATAM","Tube Rigid","30","Tablet Count [CNT]","04/24/2014 08:55:56 AM CEST","2014","NO","Nutritionals","REDOXON","1611555","REDOXON Triple Action Effervescent Tablet","Solid|Tablet|Effervescent","  325 ","  350 ","  394 ","SG (Sales Goods)","Tube Rigid","30","Tablet Count [CNT]","IX","","NO","Solid|Tablet|Effervescent","No"
"84137766","Bepanthene Pomada 5% 30g GT","1600198","Dermatology","Cosmetic;Pharma","Active","Active","Yes","Costa Rica [CR];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Tube Flexible","30","Gram [G]","04/29/2014 04:07:07 PM CEST","2014","NO","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  118 ","  106 ","  104 ","SG (Sales Goods)","Tube Flexible","30","Gram [G]","IX","","NO","Semi-solid|Ointment","No"
"84361062","ASPIRINA ULTRA 500MG 100 PE","1610255","Analgesics","Monograph;Pharma","Active","Active","Yes","Peru [PE]","Peru","LATAM","Strip pack","100","Piece [PCE]","08/25/2014 08:39:42 PM CEST","2014","NO","Analgesics","ASPIRIN PAIN","1610255","ASPIRIN PAIN Tarot 500 mg Coated tablet","Solid|Tablet|Coated","  24 ","  100 ","  72 ","SG (Sales Goods)","Strip pack","100","Piece [PCE]","IX","","NO","Solid|Tablet|Coated","No"
"84190624","ASPIRINA ULTRA 500mg 100 CO","1610255","Analgesics","Monograph;Pharma","Active","Active","Yes","Colombia [CO]","Colombia","LATAM","Strip pack","100","Piece [PCE]","05/23/2014 08:17:12 PM CEST","2014","NO","Analgesics","ASPIRIN PAIN","1610255","ASPIRIN PAIN Tarot 500 mg Coated tablet","Solid|Tablet|Coated","  25 ","  43 ","  65 ","SG (Sales Goods)","Strip pack","100","Piece [PCE]","IX","","NO","Solid|Tablet|Coated","No"
"84190632","ASPIRINA ULTRA 500mg Tab 20 CO","1610255","Analgesics","Monograph;Pharma","Active","Active","Yes","Colombia [CO]","Colombia","LATAM","Strip pack","20","Piece [PCE]","05/23/2014 08:17:18 PM CEST","2014","NO","Analgesics","ASPIRIN PAIN","1610255","ASPIRIN PAIN Tarot 500 mg Coated tablet","Solid|Tablet|Coated","  89 ","  163 ","  165 ","SG (Sales Goods)","Strip pack","20","Piece [PCE]","IX","","NO","Solid|Tablet|Coated","No"
"84245194","BEPANTHEN NIÑOS X 30 GR EC/PE","1600198","Dermatology","Cosmetic;Pharma","Active","Active","Yes","Ecuador [EC];Peru [PE]","Colombia","LATAM","Tube Flexible","30","Gram [G]","06/03/2014 08:07:56 PM CEST","2014","NO","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  155 ","  155 ","  162 ","SG (Sales Goods)","Tube Flexible","30","Gram [G]","IX","","NO","Semi-solid|Ointment","No"
"84245186","BEPHANTEN CREMA NIÑOS 1X100G EC/PE","1600198","Dermatology","Cosmetic;Pharma","Active","Active","Yes","Ecuador [EC];Peru [PE]","Colombia","LATAM","Tube Flexible","100","Gram [G]","06/03/2014 08:07:52 PM CEST","2014","NO","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  57 ","  39 ","  55 ","SG (Sales Goods)","Tube Flexible","100","Gram [G]","IX","","NO","Semi-solid|Ointment","No"
"84519871","AFRISAL X 30 ML","1612176","Cough & Cold","Medical Device;Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Spray Head","30","Millilitre [ML]","11/21/2014 11:43:05 AM CET","2014","NO","Cough & Cold","AFRIN","1612176","AFRIN Afrisal 0.65% Nasal Solution","Liquid|Nasal drops, solution","  65 ","  163 ","  141 ","SG (Sales Goods)","Spray Head","30","Millilitre [ML]","VI","X","NO","Liquid|Nasal drops, solution","No"
"84520225","AFRIN NASAL PED X 15 ML","1612079","Cough & Cold","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Spray Head","15","Millilitre [ML]","11/21/2014 12:13:23 PM CET","2014","NO","Cough & Cold","AFRIN","1612079","AFRIN Paediatric 0.025% Nasal Solution","Liquid|Nasal drops, solution","  125 ","  121 ","  129 ","SG (Sales Goods)","Spray Head","15","Millilitre [ML]","IX","","NO","Liquid|Nasal drops, solution","No"
"84521302","CORICIDIN/ACETAM GOT PED X30ML","1612186","Cough & Cold","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Bottle","30","Millilitre [ML]","11/21/2014 03:55:49 PM CET","2014","NO","Cough & Cold","CORILIN","1612186","CORILIN Solution","Liquid|Oral Solution","  47 ","  58 ","  71 ","SG (Sales Goods)","Bottle","30","Millilitre [ML]","IX","","NO","Liquid|Oral Solution","No"
"84359238","Afrin Agua de Mar SPRA SPH 100ml MX","1612013","Cough & Cold","Medical Device","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Spray Head","100","Millilitre [ML]","10/20/2014 04:36:27 PM CEST","2014","NO","Cough & Cold","AFRIN","1612013","AFRIN Pure Sea Isotonic Nasal Spray","Liquid|Nasal spray, solution","  131 ","  114 ","  68 ","SG (Sales Goods)","Spray Head","100","Millilitre [ML]","IX","","NO","Liquid|Nasal spray, solution","No"
"84517070","AFRIN SP 0.05% SOL NAS AD 15ML","1611945","Cough & Cold","Pharma","Active","Active","Yes","Peru [PE]","Peru","LATAM","Spray Head","15","Millilitre [ML]","11/20/2014 10:16:59 AM CET","2014","NO","Cough & Cold","AFRIN","1611945","AFRIN 0.05% Decongestant Nasal Spray","Liquid|Nasal spray, solution","  35 ","  43 ","  39 ","SG (Sales Goods)","Spray Head","15","Millilitre [ML]","VI","X","NO","Liquid|Nasal spray, solution","No"
"84686182","Bepanthol Ungüento 30grs CL","1600198","Dermatology","Cosmetic;Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Tube Flexible","30","Gram [G]","04/14/2015 01:56:19 PM CEST","2015","NO","Dermatology","BEPANTHEN","1600198","BEPANTHEN 5 % Ointment","Semi-solid|Ointment","  347 ","  400 ","  350 ","SG (Sales Goods)","Tube Flexible","30","Gram [G]","IX","","NO","Semi-solid|Ointment","No"
"84756881","Apronax Liquid Gel 275mg x20 EC","1611106","Analgesics","Pharma","Active","Active","No","Ecuador [EC]","Ecuador","LATAM","Blister","20","Piece [PCE]","06/09/2015 11:37:04 PM CEST","2015","NO","Analgesics","APRONAX","1611106","APRONAX 275 mg Soft Gelatine Capsules ","Solid|Capsule|Soft Gelatine Capsules","  436 ","  455 ","  423 ","SG (Sales Goods)","Blister","20","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"84752339","Apronax 550mg x 20s TA BLIS EC","1611872","Analgesics","Pharma","Active","Active","No","Ecuador [EC]","Ecuador","LATAM","Blister","20","Tablet Count [CNT]","06/05/2015 09:25:54 PM CEST","2015","NO","Analgesics","APRONAX","1611872","APRONAX 550 mg Film-coated tablet","Solid|Tablet|Film-coated","  910 ","  1,285 ","  1,138 ","SG (Sales Goods)","Blister","20","Tablet Count [CNT]","IX","","NO","Solid|Tablet|Film-coated","No"
"85179101","BEROCCA PERFORMANCE TAEF x20 EC","1600293","Nutritionals","Pharma","Active","Active","Yes","Ecuador [EC]","Ecuador","LATAM","Tube Rigid","20","Tablet Count [CNT]","01/20/2016 02:46:16 PM CET","2016","NO","Nutritionals","BEROCCA","1600293","BEROCCA Ca & Mg, Zn Effervescent Tablet","Solid|Tablet|Effervescent","  13 ","  30 ","  18 ","SG (Sales Goods)","Tube Rigid","20","Tablet Count [CNT]","IX","","NO","Solid|Tablet|Effervescent","No"
"85221728","Bepantol Derma Cream  40g BR","1612613","Dermatology","Cosmetic","Active","Active","No","Brazil [BR]","Brazil","LATAM","Tube Flexible","40","Gram [G]","03/02/2016 12:53:26 PM CET","2016","NO","Dermatology","BEPANTHOL","1612613","BEPANTHOL Derma Cream","Semi-solid|Cream","  500 ","  477 ","  428 ","SG (Sales Goods)","Tube Flexible","40","Gram [G]","IX","","NO","Semi-solid|Cream","No"
"85139150","Canespor Cream 1% 15g GT","1600202","Dermatology","Pharma","Active","Active","Yes","Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Tube","15","Gram [G]","12/04/2015 05:40:15 PM CET","2015","NO","Dermatology","CANESTEN DERM","1600202","CANESTEN DERM 1 % Cream","Semi-solid|Cream","  13 ","  14 ","  12 ","SG (Sales Goods)","Tube","15","Gram [G]","IX","","NO","Semi-solid|Cream","No"
"85938789","BAYKID 12S GT","1600738","Analgesics","Pharma","Active","Active","No","Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Blister","12","Piece [PCE]","05/29/2017 10:38:12 PM CEST","2017","NO","Analgesics","BAYKID","1600738","BAYKID Dolor y fiebre 50 mg Chewable Tablet","Solid|Tablet|Chewable","  122 ","  100 ","  98 ","SG (Sales Goods)","Blister","12","Piece [PCE]","IX","","NO","Solid|Tablet|Chewable","No"
"85892746","ACID MANTLE X120ML x 2 UND P.ESPECIAL CO","1610419","Dermatology","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Combi","1","Piece [PCE]","04/20/2017 03:12:53 AM CEST","2017","YES","Dermatology","ACID MANTLE","1610419","ACID MANTLE N 0.05 g Lotion","Liquid|Lotion","  127 ","  126 ","  111 ","SG (Sales Goods)","Combi","1","Piece [PCE]","IX","","NO","Liquid|Lotion","Yes"
"85938797","BAYKID 36S GT","1600738","Analgesics","Pharma","Active","Active","No","Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Nicaragua [NI];Panama [PA]","Centro / Caribe","LATAM","Blister","36","Piece [PCE]","05/29/2017 10:39:08 PM CEST","2017","NO","Analgesics","BAYKID","1600738","BAYKID Dolor y fiebre 50 mg Chewable Tablet","Solid|Tablet|Chewable","  506 ","  499 ","  488 ","SG (Sales Goods)","Blister","36","Piece [PCE]","IX","","NO","Solid|Tablet|Chewable","No"
"86034131","Redoxon Oral 500mg TABL 100 MX","1600041","Nutritionals","Food;Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Bottle","100","Piece [PCE]","07/31/2017 11:26:10 PM CEST","2017","NO","Nutritionals","REDOXON","1600041","REDOXON Oral 500 mg Plain Tablet","Solid|Tablet|Plain","  206 ","  126 ","  221 ","SG (Sales Goods)","Bottle","100","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"86033879","Cafiaspirina Forte TABL 24 MX","1600007","Analgesics","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Blister","24","Piece [PCE]","08/09/2017 12:14:12 AM CEST","2017","NO","Analgesics","ASPIRIN PAIN","1600007","ASPIRIN PAIN CafiAspirina 650/65 Plain Tablet","Solid|Tablet|Plain","  1,664 ","  1,565 ","  1,669 ","SG (Sales Goods)","Blister","24","Piece [PCE]","IX","","NO","Solid|Tablet|Plain","No"
"85878905","ALKA-SELTZER TAEF 50 NP NI","1600001","Digestive Health","Pharma","Active","Active","No","Nicaragua [NI]","Centro / Caribe","LATAM","Blister","50","Piece [PCE]","04/04/2017 05:23:39 PM CEST","2017","NO","Digestive Health","ALKA-SELTZER","1600001","ALKA SELTZER Effervescent Tablet","Solid|Tablet|Effervescent","  210 ","  230 ","  209 ","SG (Sales Goods)","Blister","50","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"85873229","BEROCCA 10 TAB EFER 3 PACK MX CLUBS","1600294","Nutritionals","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Combi","1","Piece [PCE]","03/31/2017 05:37:00 AM CEST","2017","NO","Nutritionals","BEROCCA","1600294","BEROCCA  Ca & Mg Effervescent Tablet","Solid|Tablet|Effervescent","  14 ","  14 ","  14 ","SG (Sales Goods)","Combi","1","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","Yes"
"85883445","ALKA SELTZER X14TAB x 2UND P.ESPECIAL CO","1600001","Digestive Health","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Combi","1","Piece [PCE]","04/10/2017 08:46:35 PM CEST","2017","YES","Digestive Health","ALKA-SELTZER","1600001","ALKA SELTZER Effervescent Tablet","Solid|Tablet|Effervescent","  130 ","  92 ","  94 ","SG (Sales Goods)","Combi","1","Piece [PCE]","VI","X","NO","Solid|Tablet|Effervescent","Yes"
"86325241","Redoxitos Total GUMD 25 CO","1614068","Nutritionals","Food","Active","Active","Yes","Colombia [CO]","Colombia","LATAM","Pouch","25","Piece [PCE]","10/12/2017 11:29:53 PM CEST","2017","NO","Nutritionals","REDOXON","1614068","REDOXON Gumdrops","Solid|Confectionery|Gumdrop","  197 ","  329 ","  211 ","SG (Sales Goods)","Pouch","25","Piece [PCE]","VI","X","NO","Solid|Confectionery|Gumdrop","No"
"86126990","Tabcin Active Liquid Gel CAPS 12 CO","1613806","Cough & Cold","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Blister","12","Piece [PCE]","10/31/2017 09:36:26 PM CET","2017","YES","Cough & Cold","TABCIN","1613806","TABCIN Active Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  73 ","  107 ","  61 ","SG (Sales Goods)","Blister","12","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"86126982","Tabcin Night Liquid Gel CAPS 12 CO","1613805","Cough & Cold","Pharma","Active","Active","No","Colombia [CO]","Colombia","LATAM","Blister","12","Piece [PCE]","10/31/2017 05:24:33 PM CET","2017","YES","Cough & Cold","TABCIN","1613805","TABCIN Noche Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  38 ","  51 ","  43 ","SG (Sales Goods)","Blister","12","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"86174383","Berocca Performance TAEF TUR 3x10 EC","1600293","Nutritionals","Pharma","Active","Active","No","Ecuador [EC]","Ecuador","LATAM","Tube Rigid","3","Piece [PCE]","12/07/2017 04:47:25 PM CET","2017","NO","Nutritionals","BEROCCA","1600293","BEROCCA Ca & Mg, Zn Effervescent Tablet","Solid|Tablet|Effervescent","  33 ","  41 ","  40 ","SG (Sales Goods)","Tube Rigid","3","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"10053775","SUPRADYN ACTIVE laq x30 CL","1600126","Nutritionals","Food;Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Blister","30","Piece [PCE]","","","NO","Nutritionals","SUPRADYN","1600126","SUPRADYN 1 RDA Film-coated Tablet","Solid|Tablet|Film-coated","  43 ","  198 ","  38 ","SG (Sales Goods)","Blister","30","Piece [PCE]","IX","","NO","Solid|Tablet|Film-coated","No"
"82279318","BILAXIL GRANULADO 400G","1601198","Digestive Health","Pharma","Active","Active","No","Chile [CL]","Chile","LATAM","Can","400","Gram [G]","11/05/2013 05:59:46 PM CET","2013","NO","Digestive Health","BILAXIL","1601198","BILAXIL Plain Granule","Solid|Granule|Plain","  21 ","  25 ","  23 ","SG (Sales Goods)","Can","400","Gram [G]","IX","","NO","Solid|Granule|Plain","No"
"82265902","CANESTEN SPRAY 40ML CL","1600179","Dermatology","Pharma","Active","Active","Yes","Chile [CL]","Chile","LATAM","Bottle","40","Millilitre [ML]","11/04/2013 04:26:53 PM CET","2013","NO","Dermatology","CANESTEN DERM","1600179","CANESTEN DERM (Clotrimazole) 1 % Solution","Liquid|Cutaneous Solution","  30 ","  31 ","  26 ","SG (Sales Goods)","Bottle","40","Millilitre [ML]","VI","X","NO","Liquid|Cutaneous Solution","No"
"82173618","Redoxon Naranja Duo Pack 10s MX","1600360","Nutritionals","Pharma","Active","Active","No","Mexico [MX]","Mexico","LATAM","Tube Rigid","10","Piece [PCE]","","","YES","Nutritionals","REDOXON","1600360","REDOXON Orange 1000 mg Effervescent Tablet","Solid|Tablet|Effervescent","  38 ","  80 ","  80 ","SG (Sales Goods)","Tube Rigid","10","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"82373064","SUPRADYN PRON laq NF x30 AR","1610473","Nutritionals","Pharma","Active","Active","Yes","Argentina [AR];Uruguay [UY]","Argentina","LATAM","Blister","30","Piece [PCE]","","","NO","Nutritionals","SUPRADYN","1610473","SUPRADYN Pronatal Film-coated tablet","Solid|Tablet|Film-coated","  230 ","  275 ","  252 ","SG (Sales Goods)","Blister","30","Piece [PCE]","IX","","NO","Solid|Tablet|Film-coated","No"
"82133470","Redoxon Plus 10's MX","1600373","Nutritionals","Food;Pharma","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Tube Rigid","10","Piece [PCE]","","","NO","Nutritionals","REDOXON","1600373","REDOXON Zinc Effervescent Tablet","Solid|Tablet|Effervescent","  380 ","  711 ","  1,115 ","SG (Sales Goods)","Tube Rigid","10","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"82523473","APRONAX GEL 40 GR - SUPER","1600923","Analgesics","Pharma","Active","Phase-Out","No","Ecuador [EC]","Ecuador","LATAM","Tube","40","Gram [G]","","","NO","Analgesics","APRONAX","1600923","APRONAX 5.5 % Gel","Semi-solid|Gel","  19 ","  2 ","  0 ","SG (Sales Goods)","Tube","40","Gram [G]","IX","","NO","Semi-solid|Gel","No"
"82142437","REDOXON 1G 10 TAB SAB NRJA","1600360","Nutritionals","Pharma","Active","Active","Yes","Mexico [MX]","Mexico","LATAM","Tube Rigid","10","Piece [PCE]","","","NO","Nutritionals","REDOXON","1600360","REDOXON Orange 1000 mg Effervescent Tablet","Solid|Tablet|Effervescent","  1,639 ","  1,607 ","  2,178 ","SG (Sales Goods)","Tube Rigid","10","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
"4439752","BENEROC grag x100 BR","1601203","Nutritionals","Pharma","Active","Active","Yes","Brazil [BR]","Brazil","LATAM","Blister","100","Piece [PCE]","","","NO","Nutritionals","BECOZYM","1601203","BECOZYM Complex B Sugar-coated Tablet","Solid|Tablet|Sugar-coated","  45 ","  67 ","  87 ","SG (Sales Goods)","Blister","100","Piece [PCE]","IX","","NO","Solid|Tablet|Sugar-coated","No"
"82120468","Aleve Liqui-Gels 200mg 24'S GT","1601238","Analgesics","Pharma","Active","Active","No","Costa Rica [CR];Dom. Rep.[DO];El Salvador [SV];Guatemala [GT];Honduras [HN];Jamaica [JM];Nicaragua [NI];Panama [PA];Trinidad and Tobago [TT]","Centro / Caribe","LATAM","Blister","24","Piece [PCE]","","","NO","Analgesics","ALEVE","1601238","ALEVE  200 mg Soft Gelatine Capsules","Solid|Capsule|Soft Gelatine Capsules","  54 ","  52 ","  55 ","SG (Sales Goods)","Blister","24","Piece [PCE]","IX","","NO","Solid|Capsule|Soft Gelatine Capsules","No"
"81558028","BEROCCA PERFORMANCE laq x30 EC","1600119","Nutritionals","Pharma","Active","Active","Yes","Ecuador [EC]","Ecuador","LATAM","Blister","30","Piece [PCE]","","","NO","Nutritionals","BEROCCA","1600119","BEROCCA Ca & Mg, Zn Film-coated Tablet","Solid|Tablet|Film-coated","  6 ","  9 ","  8 ","SG (Sales Goods)","Blister","30","Piece [PCE]","IX","","NO","Solid|Tablet|Film-coated","No"
"81569704","BEROCCA PERFORMANCE ef x10 EC","1600293","Nutritionals","Pharma","Active","Active","Yes","Ecuador [EC]","Ecuador","LATAM","Tube Rigid","10","Piece [PCE]","","","NO","Nutritionals","BEROCCA","1600293","BEROCCA Ca & Mg, Zn Effervescent Tablet","Solid|Tablet|Effervescent","  98 ","  116 ","  109 ","SG (Sales Goods)","Tube Rigid","10","Piece [PCE]","IX","","NO","Solid|Tablet|Effervescent","No"
